id,dur,ip.ttl,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,tcp.connection.syn,ip.len,ip.flags.df,ip.flags.mf,ip.fragment,response_body_len,ip.fragment.count,ip.fragments,proto,frame.time_relative,tcp.window_size,tcp.ack,tcp.seq,tcp.len,tcp.stream,tcp.urgent_pointer,tcp.flags,tcprtt,tcp.segments,tcp.reassembled.length,http.request,tcp.port,udp.port,arp.dst.hw_mac,icmp.type,icmp.code,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.push,tcp.flags.urg,arp.duplicate-address-detected,arp.duplicate-address-frame,tcp.analysis.ack_lost_segment,tcp.analysis.retransmission,tcp.analysis.fast_retransmission,tcp.analysis.spurious_retransmission,icmp,data.len,dtp,vlan.too_many_tags,tcp.analysis.lost_segment,tcp.analysis.retransmission.1,wlan.fc.type_subtype,tcp.connection.fin,tcp.connection.rst,ftp.response.code,arp.opcode,tcp.flags.reset,http.request.method,ct_ftp_cmd,dns.resp.ttl,service,is_ftp_login,ct_srv_src,ct_dst_src_ltm,ct_srv_dst,state,is_sm_ips_ports,attack_cat,sbytes,dbytes,dttl,sttl,spkts,dpkts,stcpb,dtcpb,sintpkt,dintpkt,dloss,sloss,label
2136.0,3e-06,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,76.0,1.0,0,,90,,,0,23.890145,144384.0,355867.0,274.0,0,57.0,0,0x0010,1.3e-05,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,90.0,128.0,46.0,1514.0,90.0,0.0,274.0,23.890142,23.890145,0.0,0.0,0.0
2137.0,0.000185,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,68.0,1.0,0,,82,,,0,23.89033,144384.0,363167.0,274.0,0,57.0,0,0x0010,0.102213,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,82.0,1514.0,46.0,128.0,82.0,1514.0,0.0,274.0,23.89033,23.891414,0.0,0.0,0.0
2138.0,0.001084,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.891414,15744.0,274.0,363167.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,82.0,1514.0,46.0,128.0,82.0,1514.0,0.0,363167.0,23.89033,23.891414,0.0,0.0,0.0
2139.0,0.000198,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.891612,15744.0,274.0,364627.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,82.0,128.0,46.0,1514.0,82.0,0.0,364627.0,23.891612,23.891617,0.0,0.0,0.0
2140.0,5e-06,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,68.0,1.0,0,,82,,,0,23.891617,144384.0,364627.0,274.0,0,57.0,0,0x0010,0.000203,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,82.0,128.0,46.0,1514.0,82.0,0.0,274.0,23.891612,23.891617,0.0,0.0,0.0
2141.0,2e-06,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,60.0,1.0,0,,74,,,0,23.891619,144384.0,371927.0,274.0,0,57.0,0,0x0010,0.100643,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,46.0,128.0,74.0,1514.0,0.0,274.0,23.891619,23.89327,0.0,0.0,0.0
2142.0,0.001651,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.89327,15744.0,274.0,371927.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,46.0,128.0,74.0,1514.0,0.0,371927.0,23.891619,23.89327,0.0,0.0,0.0
2143.0,1.1e-05,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,60.0,1.0,0,,74,,,0,23.893281,144384.0,373387.0,274.0,0,57.0,0,0x0010,1.1e-05,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,46.0,128.0,74.0,1514.0,0.0,274.0,23.893281,23.893468,0.0,0.0,0.0
2144.0,0.000187,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.893468,15744.0,274.0,373387.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,46.0,128.0,74.0,1514.0,0.0,373387.0,23.893281,23.893468,0.0,0.0,0.0
2145.0,4e-06,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,60.0,1.0,0,,74,,,0,23.893472,144384.0,374847.0,274.0,0,57.0,0,0x0010,4e-06,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,46.0,128.0,74.0,1514.0,0.0,274.0,23.893472,23.895117,0.0,0.0,0.0
2146.0,0.001645,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.895117,15744.0,274.0,374847.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,46.0,128.0,74.0,1514.0,0.0,374847.0,23.893472,23.895117,0.0,0.0,0.0
2147.0,1.1e-05,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,60.0,1.0,0,,74,,,0,23.895128,144384.0,376307.0,274.0,0,57.0,0,0x0010,1.1e-05,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,46.0,128.0,74.0,1514.0,0.0,274.0,23.895128,23.895315,0.0,0.0,0.0
2148.0,0.000187,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.895315,15744.0,274.0,376307.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,46.0,128.0,74.0,1514.0,0.0,376307.0,23.895128,23.895315,0.0,0.0,0.0
2149.0,0.000257,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.895572,144384.0,409887.0,274.0,0,57.0,0,0x0010,0.087382,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,274.0,23.895572,23.896154,0.0,0.0,0.0
2150.0,0.000582,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.896154,15744.0,274.0,447847.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,1460.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,447847.0,23.895572,23.896154,0.0,0.0,0.0
2151.0,0.00025,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.896404,144384.0,409887.0,274.0,0,57.0,0,0x0010,,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,274.0,23.896404,23.896822,0.0,0.0,0.0
2152.0,0.000418,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.896822,15744.0,274.0,449307.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,1460.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,449307.0,23.896404,23.896822,0.0,0.0,0.0
2153.0,0.000249,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.897071,144384.0,409887.0,274.0,0,57.0,0,0x0010,,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,274.0,23.897071,23.897074,0.0,0.0,0.0
2154.0,3e-06,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.897074,15744.0,274.0,450767.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,1460.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,450767.0,23.897071,23.897074,0.0,0.0,0.0
2155.0,0.000247,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.897321,144384.0,409887.0,274.0,0,57.0,0,0x0010,,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,274.0,23.897321,23.898496,0.0,0.0,0.0
2156.0,0.001175,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.898496,15744.0,274.0,452227.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,829.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,452227.0,23.897321,23.898496,0.0,0.0,0.0
2157.0,1.1e-05,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.898507,15744.0,274.0,453687.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,1460.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,1514.0,66.0,128.0,46.0,1514.0,66.0,0.0,453687.0,23.898507,23.89851,0.0,0.0,0.0
2158.0,3e-06,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.89851,144384.0,409887.0,274.0,0,57.0,0,0x0010,,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,66.0,128.0,46.0,1514.0,66.0,0.0,274.0,23.898507,23.89851,0.0,0.0,0.0
2159.0,0.000185,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.898695,144384.0,409887.0,274.0,0,57.0,0,0x0010,,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,274.0,23.898695,23.899783,0.0,0.0,0.0
2160.0,0.001088,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.899783,15744.0,274.0,455147.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,1460.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,455147.0,23.898695,23.899783,0.0,0.0,0.0
2161.0,0.000198,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.899981,15744.0,274.0,456607.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,1460.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,1514.0,66.0,128.0,46.0,1514.0,66.0,0.0,456607.0,23.899981,23.899986,0.0,0.0,0.0
2162.0,5e-06,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.899986,144384.0,409887.0,274.0,0,57.0,0,0x0010,,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,66.0,128.0,46.0,1514.0,66.0,0.0,274.0,23.899981,23.899986,0.0,0.0,0.0
2163.0,2e-06,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.899988,144384.0,409887.0,274.0,0,57.0,0,0x0010,,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,274.0,23.899988,23.90136,0.0,0.0,0.0
2164.0,0.001372,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.90136,15744.0,274.0,458067.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,1460.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,458067.0,23.899988,23.90136,1514.0,0.0,0.0
2165.0,1.1e-05,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.901371,144384.0,409887.0,274.0,0,57.0,0,0x0010,,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,274.0,23.901371,23.901557,0.0,0.0,0.0
2166.0,0.000186,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.901557,15744.0,274.0,409887.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,1.0,,,1460.0,,,,1.0,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,409887.0,23.901371,23.901557,0.0,0.0,0.0
2167.0,0.000249,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.901806,144384.0,411347.0,274.0,0,57.0,0,0x0010,0.000249,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,274.0,23.901806,23.901809,0.0,0.0,0.0
2168.0,3e-06,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.901809,15744.0,274.0,411347.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,411347.0,23.901806,23.901809,0.0,0.0,0.0
2169.0,0.000248,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,52.0,1.0,0,,66,,,0,23.902057,144384.0,412807.0,274.0,0,57.0,0,0x0010,0.000248,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,274.0,23.902057,23.904096,0.0,0.0,0.0
2170.0,0.002039,46.0,66.55.140.115,192.168.1.109,80.0,49432.0,,,,1500.0,1.0,0,,1514,,,0,23.904096,15744.0,274.0,412807.0,1460.0,57.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,66.0,1514.0,46.0,128.0,66.0,1514.0,0.0,412807.0,23.902057,23.904096,0.0,0.0,0.0
2171.0,0.000198,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.904294,15744.0,280.0,389447.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,60.0,128.0,47.0,1514.0,60.0,0.0,389447.0,23.904294,23.9043,0.0,0.0,0.0
2172.0,6e-06,128.0,192.168.1.109,66.55.140.115,49432.0,80.0,,,,40.0,1.0,0,,60,,,0,23.9043,144384.0,459527.0,274.0,0,57.0,0,0x0010,0.00294,,,,49432.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,60.0,128.0,47.0,1514.0,60.0,0.0,274.0,23.904294,23.9043,0.0,0.0,0.0
2173.0,2e-06,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,76.0,1.0,0,,90,,,0,23.904302,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,90.0,1514.0,47.0,128.0,90.0,1514.0,0.0,280.0,23.904302,23.904975,0.0,0.0,0.0
2174.0,0.000673,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.904975,15744.0,280.0,390907.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,90.0,1514.0,47.0,128.0,90.0,1514.0,0.0,390907.0,23.904302,23.904975,0.0,0.0,0.0
2175.0,0.000246,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,76.0,1.0,0,,90,,,0,23.905221,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,90.0,1514.0,47.0,128.0,90.0,1514.0,0.0,280.0,23.905221,23.90547,0.0,0.0,0.0
2176.0,0.000249,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.90547,15744.0,280.0,392367.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,90.0,1514.0,47.0,128.0,90.0,1514.0,0.0,392367.0,23.905221,23.90547,0.0,0.0,0.0
2177.0,4e-06,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,76.0,1.0,0,,90,,,0,23.905474,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,90.0,1514.0,47.0,128.0,90.0,1514.0,0.0,280.0,23.905474,23.906473,0.0,0.0,0.0
2178.0,0.000999,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.906473,15744.0,280.0,405507.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,90.0,1514.0,47.0,128.0,90.0,1514.0,0.0,405507.0,23.905474,23.906473,0.0,0.0,0.0
2179.0,0.000198,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.906671,15744.0,280.0,406967.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,90.0,128.0,47.0,1514.0,90.0,0.0,406967.0,23.906671,23.906676,0.0,0.0,0.0
2180.0,5e-06,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,76.0,1.0,0,,90,,,0,23.906676,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,90.0,128.0,47.0,1514.0,90.0,0.0,280.0,23.906671,23.906676,0.0,0.0,0.0
2181.0,2e-06,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,76.0,1.0,0,,90,,,0,23.906678,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,90.0,1514.0,47.0,128.0,90.0,1514.0,0.0,280.0,23.906678,23.908387,0.0,0.0,0.0
2182.0,0.001709,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.908387,15744.0,280.0,408427.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,90.0,1514.0,47.0,128.0,90.0,1514.0,0.0,408427.0,23.906678,23.908387,0.0,0.0,0.0
2183.0,0.000198,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.908585,15744.0,280.0,409887.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,90.0,128.0,47.0,1514.0,90.0,0.0,409887.0,23.908585,23.90859,0.0,0.0,0.0
2184.0,5e-06,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,76.0,1.0,0,,90,,,0,23.90859,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,1514.0,90.0,128.0,47.0,1514.0,90.0,0.0,280.0,23.908585,23.90859,0.0,0.0,0.0
2185.0,2e-06,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,68.0,1.0,0,,82,,,0,23.908592,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,82.0,1514.0,47.0,128.0,82.0,1514.0,0.0,280.0,23.908592,23.909458,0.0,0.0,0.0
2186.0,0.000866,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.909458,15744.0,280.0,414267.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,82.0,1514.0,47.0,128.0,82.0,1514.0,0.0,414267.0,23.908592,23.909458,0.0,0.0,0.0
2187.0,1.2e-05,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,60.0,1.0,0,,74,,,0,23.90947,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,47.0,128.0,74.0,1514.0,0.0,280.0,23.90947,23.909656,0.0,0.0,0.0
2188.0,0.000186,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.909656,15744.0,280.0,512087.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,1460.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,47.0,128.0,74.0,1514.0,0.0,512087.0,23.90947,23.909656,0.0,0.0,0.0
2189.0,0.000278,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,60.0,1.0,0,,74,,,0,23.909934,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,47.0,128.0,74.0,1514.0,0.0,280.0,23.909934,23.911391,0.0,0.0,0.0
2190.0,0.001457,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.911391,15744.0,280.0,513547.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,1460.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,47.0,128.0,74.0,1514.0,0.0,513547.0,23.909934,23.911391,0.0,0.0,0.0
2191.0,1.1e-05,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,60.0,1.0,0,,74,,,0,23.911402,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,47.0,128.0,74.0,1514.0,0.0,280.0,23.911402,23.911588,0.0,0.0,0.0
2192.0,0.000186,47.0,66.55.140.115,192.168.1.109,80.0,49433.0,,,,1500.0,1.0,0,,1514,,,0,23.911588,15744.0,280.0,515007.0,1460.0,58.0,0,0x0010,,,,,80.0,,,,,0,1.0,0,0,0,,,,,,,,1460.0,,,,,,,,,0.0,0,,0.0,,4.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,47.0,128.0,74.0,1514.0,0.0,515007.0,23.911402,23.911588,0.0,0.0,0.0
2193.0,5e-06,128.0,192.168.1.109,66.55.140.115,49433.0,80.0,,,,60.0,1.0,0,,74,,,0,23.911593,202752.0,339807.0,280.0,0,58.0,0,0x0010,,,,,49433.0,,,,,0,1.0,0,0,0,,,,,,,,,,,,,,,,,0.0,0,,0.0,,0.0,0.0,1,1,1,,0.0,0.0,74.0,1514.0,47.0,128.0,74.0,1514.0,0.0,280.0,23.911593,23.912471,0.0,0.0,0.0
